Speech_Content_ID,Type,Name,Text,Speech_Time
1672,a,Chris Hipkins,"The Regulations Review Committee did raise an issue with regard to this particular order. They were concerned around the clarity around the frequency of the testing requirement, recognising that saliva testing will need to be more frequent than the nasal pharyngeal swabs. I've considered closely the feedback from the Regulations Review Committee. I am comfortable that the order is clear and that there isn't ambiguity there, but as we continue to refine and test the orders, we will look and see whether there is simpler language that could be used in future orders just to remove any potential suggestion that that's not clear. So that particular order came into force at 11.59 p.m. on 11 August 2021.",28/09/2021 14:56
1673,a,Chris Hipkins,"Finally, I just want to thank all those who were involved in putting these orders together. I'm often waiting up till quite late in the evening to sign the orders in order for them to come in force—typically, just before midnight—because these orders, as I said, are often put in place in quite a hurry, and the people who have to draft them often have to do so under significant time pressure. So I want to thank them for their work. ",28/09/2021 14:56
1674,a,Chris Hipkins,"By and large, they get it right. They've served us incredibly well. There are undoubtedly improvements that they identify and would have been able to identify had we given them more time in the drafting, but, ultimately, we are able to pick those up with future amendments. It is a pretty nimble piece of legislation that we're making the orders under, and I think that our COVID-19 response overall is the better for it.",28/09/2021 14:56
1675,Speech,Speaker, The question is that the motion be agreed to. ,28/09/2021 15:03
1676,Speech,Speaker," Before we move on to oral questions, I do want to apologise to members for an incorrect comment that I made yesterday when I was under the impression that Mr Bishop had used the Leader of the Opposition's mike in interjecting. In fact, I have been informed that the microphone was turned off at the time and that any amplification would have come from my microphones and not from the Leader of the Opposition's. I also want to apologise to the staff whose job it is to make sure that the feed that goes publicly works well. I checked; it did work well. They work the volume controls in order for the outside feed, but, unfortunately, it doesn't help me in here. As a point of compromise, and I'll relay this to the member concerned, I've turned my hearing aids down. So if he's in the same position, if he turns his volume down, we might get the appropriate compromise.",22/09/2021 14:01
1677,Speech,Speaker," I just want to do a quick ruling, members, before I call the next member. I want to inform the House about the reprinting of a bill introduced today. The COVID-19 Public Health Response Amendment Bill was introduced today, but a bill with that title has already been introduced into this Parliament. Therefore, I have ordered the bill be reprinted with the title ""COVID-19 Public Health Response Amendment Bill (No 2)"". I apologise to the House for the errors that have occurred resulting in this having to happen.",21/09/2021 17:36
1678,Speech,Jacinda Ardern, I seek leave to move a motion without notice to congratulate the members of our Paralympic team.,9/09/2021 14:00
1679,Interjection,Speaker, Is there any objection to that course of action? There appears to be none.,9/09/2021 14:00
1680,ContinueSpeech,Jacinda Ardern," Mālō e lelei. I move, That this House congratulate the members of our inspiring Paralympic team on their outstanding achievement of winning 12 medals. I want to, on behalf of the Government, acknowledge all of the Paralympians who were members of the team competing in Tokyo, and congratulate them collectively on their achievements. Our team contained 18 new Paralympians. Their performance gives us enormous confidence for the future of para-sport. This truly has been a Paralympics that has captured hearts and minds of New Zealanders and provided countless hours of incredible and inspiring sporting moments, including six gold, three silver, and three bronze medals for the New Zealand team. ",9/09/2021 14:00
1681,a,Jacinda Ardern,"Among the achievements, it is hard to go past New Zealand's greatest Paralympian, Sophie Pascoe. She once again showed the world what an absolute champion she is, winning two gold, a silver, and a bronze medal from her five events in the pool. She returned the biggest individual medal haul for the Paralympic team, and now sits on a career tally of 19. Sophie is a legend: a dedicated trainer, a tough competitor, a leader, and a mentor. She is truly one of our finest ever sportspeople.",9/09/2021 14:00
1682,a,Jacinda Ardern,"I'd also like to congratulate Tupou Neiufi, the pride of South Auckland, for her breakthrough gold in the 100-metre backstroke S8, a first for New Zealand. Lisa Adams and Anna Grimaldi both set Paralympic records with their gold medals in shot put F37 and long jump T47 respectively, and Holly Robinson claimed a rather nerve-wracking gold in javelin F46 when she left it to her sixth and final throw to move from third to first and claim the title. Holly's determination after getting silver in both London and Rio has been well rewarded. Holly's coach, Raylene Bates, deserves enormous congratulations for her commitment to training para-athletes, and shares in the success of this team. Young track stars William Stedman and Danielle Aitchison also shone at these Paralympic Games, with William snaring silver in the long jump T36 and bronze in the 400 metres T36, and Danielle winning silver in the 200 metres T36 and bronze in the 100 metres T36. And, obviously, what a wonderful pedigree Danielle has. ",9/09/2021 14:00
1683,Interjection,Grant Robertson," Oh, that's Morrinsville.",9/09/2021 14:00
1684,ContinueSpeech,Jacinda Ardern," Yeah, thank you.",9/09/2021 14:00
1685,a,Jacinda Ardern,"To the members of the New Zealand Paralympics team, I hope that you achieved and even exceeded your aims. Your friends, your family, and the rest of New Zealand are so proud of you, and were right behind you, cheering you on. Again, I offer, on behalf of the Government, our congratulations to all the members of the 2020 Paralympic team. They've made us extremely proud, and are an inspiration to all New Zealanders. Thank you for showing us that achievement is limitless, and can I say, personally, I am very much looking forward to welcoming you home, as much as I enjoyed farewelling you as you endeavoured to achieve greatness.",9/09/2021 14:00
1686,Speech,Speaker, The question is that the motion be agreed to.,9/09/2021 14:04
1687,Speech,Speaker," Just for members' information, people will be aware that we've lacked a certain colour from this end of the Chamber during Tongan Language Week, and it is my intention, when the House is sitting in a more regular form, to ask colleagues with a good grip of the Tongan language to say the prayer in Tongan for a few days as a bit of make-up. Mālō 'aupito.",9/09/2021 14:15
1688,Speech,Speaker," I have received a letter from David Seymour seeking to debate under Standing Order 399 the management of a now-known COVID-19 patient at Middlemore Hospital. I understand from the member's letter that he was aware of this issue on 6 September, but sought to clarify some accounts before making his application. However, he could have applied for an urgent debate before the House sat yesterday. There was also an opportunity to raise the matter with the Minister for COVID-19 Response during the Estimates debate. The fact that a member does not raise a matter at the earliest opportunity may be taken as an indication that it is not of sufficient urgency to qualify under Standing Order 399, but it does not automatically rule it out. ",8/09/2021 14:35
1689,a,Speaker,"The matter that the member wishes to debate appears to have been a possible clinical error. While Ministers answer to the House for the health system and the response to COVID-19, the concept of administrative or ministerial responsibility is narrower for urgent debates than for oral questions. The fact that questions have been addressed to a Minister does not necessarily mean that it involves ministerial responsibility on which an urgent debate can be founded—Speakers' ruling 200/4, from Dr Smith and a more recent one. Having considered the matters raised by the member in his letter, I'm not convinced that it reaches the threshold that warrants setting aside the business of the House. The application is therefore declined. ",8/09/2021 14:35
1690,Speech,Chairperson," The House in committee for further consideration of the Appropriation (2021/22 Estimates) Bill. There are five hours and 27 minutes left remaining in this debate. All votes are available for debate, but only the Minister of Immigration and the Minister of Justice will be available to speak to the indicated portfolios. The first call in each debate will be offered to the chairperson or member of the committee that's considered the Estimates most closely related to the Minister's portfolios. The Estimates debate should be relevant to the Government's current spending plans as contained in the Estimates of Appropriations. The question is that the votes contained in the Estimates of Appropriations 2021 stand part of the schedules—in this case, immigration.",8/09/2021 15:39
1691,Speech,Andrew Little, I wish to make a ministerial statement on last week's terrorist attack in Auckland.,7/09/2021 14:00
1692,a,Andrew Little,"At around 2.40 p.m. last Friday, 3 September, a known ideologically motivated violent extremist entered the Countdown supermarket at LynnMall in Auckland's New Lynn. While in the supermarket, the individual took a knife from the shelves and used to it to attack six innocent shoppers, and a seventh person was also injured. A police team surveilling the terrorist intervened, shot, and killed him. The terrorist acted alone; we are confident of that.",7/09/2021 14:00
1693,a,Andrew Little,"I acknowledge the injured victims of this attack. Seven people have been hurt. Four were in a critical condition when they were admitted to hospital that evening. All are now stable or recovering, and we wish them well for their ongoing recovery. I also acknowledge the Countdown staff and the shoppers in the mall who rendered aid to the victims and otherwise assisted. For everyone who was in the vicinity of this attack, I know it will have caused shock and deep distress, and I trust they will be receiving the support they need from their employer or from Victim Support.",7/09/2021 14:00
1694,a,Andrew Little,"I acknowledge the bravery of the New Zealand Police officers who have been part of the surveillance operation over this terrorist during the last several weeks. Police knew what they were dealing with, and the risks that they and the community were facing. Tragically, the world does now too. The nature of police work means officers face danger every day. In this case, the Police surveillance team stood between this individual—one of the most dangerous in New Zealand—and the rest of the community. So to the Police I say: thank you.",7/09/2021 14:00
1695,a,Andrew Little,"While much of their work must necessarily be carried out in secrecy, I wanted to put on record the work of the New Zealand Security Intelligence Service (NZSIS) and what they did over many years to protect the community from this terrorist. The NZSIS identified the individual in 2016 from his disturbing online activities. He remained a person of interest ever since, with the SIS continually appraising and reappraising the risk he posed. The intelligence collected by the SIS was vital to supporting the Police and other authorities to minimise and manage that risk.",7/09/2021 14:00
1696,a,Andrew Little,"Nevertheless, despite the very best efforts of so many, the terrorist did carry out a violent attack. We must learn the lessons from this attack so we can keep the community safe in the future. Inquiries by the coroner and the Independent Police Conduct Authority will be vital to this.",7/09/2021 14:00
1697,a,Andrew Little,"At this stage I can report the following facts about the terrorist's background. On 14 July 2011, he applied for a student visa. A national security check was returned with no comment the following month. He arrived in New Zealand from Sri Lanka in October 2011. Just two weeks later, he applied for asylum. I can say that the basis of that claim was not a fear of the Government of Sri Lanka. In April 2012, his asylum claim was unsuccessful; he was found to be lacking in credibility. He appealed that decision to the Immigration and Protection Tribunal. In December 2013, he was granted refugee status by the tribunal. He subsequently became a permanent resident.",7/09/2021 14:00
1698,a,Andrew Little,"In 2016, the SIS became aware of disturbing online activity by the individual, and an investigation was initiated. Over the years, the SIS has committed considerable resources to monitoring the threat posed by the individual because of his threatening actions.",7/09/2021 14:00
1699,a,Andrew Little,"In May 2017, the individual attempted to leave New Zealand for Malaysia—although it is believed his intended destination was Syria, where he intended to join Daesh. On investigation, he was found in possession of offensive propaganda material consistent with his ideologically motivated violent extremism. He was also found in possession of a large hunting knife. He was arrested and charged with offences relating to objectionable material and offensive weapons.",7/09/2021 14:00
1700,a,Andrew Little,"To be clear, as a country, we had an obligation to prevent this person travelling to pursue his terrorist ambitions. He was remanded in custody until around June 2018 when he pleaded guilty to the objectionable material offence and was sentenced to supervision. Shortly after his release, the individual purchased another hunting knife and continued seeking and distributing objectionable material online. He was arrested and remanded in custody.",7/09/2021 14:00
1701,a,Andrew Little,"In August 2017, the Refugee Status Unit began a review of the individual's refugee status, with a request for consideration whether he should be deported. In January 2018, Immigration New Zealand reopened his case, and in April of that year he requested cancellation of his permanent resident visa. His reasons for doing so are unclear.",7/09/2021 14:00
1702,a,Andrew Little,"On 1 June 2018, he was served with a notice of cancellation of his refugee status on the basis of fraud. On 1 February 2019, his refugee status was cancelled. Later, in April 2019, the individual lodged an appeal against the cancellation of his refugee status. On 8 July this year, it was deemed that the individual was likely a protected person. A question remained about whether he would be eligible for deportation because of his immigration status, and this was yet to be tested in the courts. ",7/09/2021 14:00
1703,a,Andrew Little,"Despite many attempts to prevent it, the individual was released on bail from prison on 13 July this year. On release, he was immediately placed under intense surveillance, including by the Police with support from the Special Tactics Group.",7/09/2021 14:00
1704,a,Andrew Little,"Through the terrorist's long periods of time spent in prison, Corrections worked closely with partner agencies to keep the community and Corrections staff safe from the extreme risk that his violent extremist ideology presented. Corrections presently has no ability to compel an offender to take part in rehabilitation activities. Attempts were made to provide him with mental health support while he was in prison, but he refused to engage. He also refused to meet with a Corrections psychologist while in prison. With support from the countering violent extremism forum, Corrections engaged with the local Muslim community with the intention of having an imam meet with him regarding his spiritual beliefs. He met with the imam twice; however, he did not engage in any meaningful way.",7/09/2021 14:00
1705,a,Andrew Little,"Regarding more generally taking action based on the individual's mental health, I note that the Mental Health Foundation of New Zealand has said the individual did not meet the criteria to be involuntarily assessed under the Mental Health Act, and he did not meet the criteria to be sectioned under the Act. I expect that the coroner might investigate any role that mental health issues played in the terrible events that have transpired.",7/09/2021 14:00
1706,a,Andrew Little,"At all times, Government and agencies attempted every legal avenue available to deport the terrorist and to keep him detained and out of the community while we did so. When we couldn't keep him in custody, agencies took the extraordinary step of keeping him under constant police surveillance and followed by the Special Tactics Group when he was in public. All agencies were doing all that could be done to protect New Zealanders, and ultimately we were frustrated by the law dealing with terrorist activity as it currently stands.",7/09/2021 14:00
1707,a,Andrew Little,"It is important to turn briefly to that law now. In November 2007, the then Solicitor-General found the Terrorism Suppression Act 2002 was unworkable. Among other deficiencies, the Act was found not to contain a criminal offence of planning or preparation for a terrorist attack.",7/09/2021 14:00
1708,a,Andrew Little,"Work on addressing that gap in the law did not commence until August 2018. This Government directed officials to commence the policy work required—and it was a very significant piece of work because of the interplay between security, individual freedoms, and human rights. We have also been informed in that work by the report of the Royal Commission of Inquiry into the terrorist attack on Christchurch masjidain on 15 March 2019. The Counter-Terrorism Legislation Bill is due to be reported back from the select committee very shortly. As the Prime Minister has said publicly, it is the Government's intention to pass the bill this month.",7/09/2021 14:00
1709,a,Andrew Little,"There is more to be done. I want to conclude by echoing the words of the Prime Minister: last week's attack was terrorism carried out by an individual—not a faith, not a culture, not an ethnicity. The individual was gripped by ideology that is not supported here by anyone or any community. The terrorist alone carries the responsibility for his acts.",7/09/2021 14:00
1710,a,Andrew Little,"To those hurt in the attack, and to those in the supermarket and at the mall who witnessed it, we are sorry that this has happened to you. We have now experienced two terrorist attacks that were motivated by different—but no less insidious and repugnant—violent extremist ideologies. New Zealand was not immune to the threat of terrorist violence in March 2019 and we are not immune now and we will not be in the future. It is time for a more mature national discussion about national security than we have had in the past, and now, as legislators—and as a country—we must move forward and do what we can do to ensure it never happens again.",7/09/2021 14:00
1711,Speech,Speaker," I have received a letter from the Hon Judith Collins seeking to debate under Standing Order 399 the terrorist attack on shoppers in a New Lynn supermarket, and Government actions leading up to the attack. This is a particular case of recent occurrence and there is ministerial responsibility for the actions of Government in relation to the terrorist. Under the Policing Act 2008, the Police Commissioner acts independently of the Government in enforcement of the law in relation to any individual and the investigation and the prosecution of offences. These are not matters for which Ministers can answer to the House. Members have had the opportunity to question a Minister on this matter following the ministerial statement. Legislation to address the counter-terrorism aspects of this case will be debated in the House in the near future. However, there are many more elements to this matter, including issues relating to our security services, Immigration, Corrections, and Justice, and it is likely that more than one member from the main Opposition party will want to raise questions across those portfolio areas. The ministerial statement today did not provide adequate scope for such a broad and important debate. Therefore, I call on the Hon Judith Collins to move that the House take note of a matter of urgent public importance.",7/09/2021 15:21
1712,Speech,Chairperson, I declare the House in committee for further consideration of the Appropriation (2021/22 Estimates) Bill. ,7/09/2021 16:41
1713,a,Chairperson,"The House is in committee for further consideration of the Appropriation (2021/22 Estimates) Bill. There are seven hours and 36 minutes remaining in the debate. All Votes are available for debate, but only the Minister of Finance and for Infrastructure, the Minister for COVID-19 Response, and the Minister of Education will be available today to speak to the indicated portfolios only. ",7/09/2021 16:41
1714,a,Chairperson,"The first call in each debate will be offered to the chairperson or a member of the committee that considered the Estimates most closely related to the Minister's portfolio. The Estimates debate should be relevant to the Government's current spending plans as contained in the Estimates of Appropriations, and I'll remind members that under the relatively recent rules, we have the ability to be interactive, to go back and forth, to share times, and to have interrogations. ",7/09/2021 16:41
1715,a,Chairperson,The question is that the Votes contained in the Estimates of Appropriations for 2021-22 stand part of the schedules.,7/09/2021 16:41
1716,Speech,Michael Woodhouse," I thank the Leader of the House for that update and also for the constructive discussions that are going on about the programme for next week. A couple of matters: firstly, recognising that there has been quite a bit of lost time, can I encourage him, as I'm sure he will, to signal early to the Business Committee if it will be necessary for the House to take urgency or extended hours in the fourth quarter of this year.",2/09/2021 14:02
1717,a,Michael Woodhouse,"Secondly, Mr Speaker, I seek a point of order. I seek leave for the Speaker to chair the committee of the whole House on the Appropriation (2021/22 Estimates) Bill and that while the Speaker chairs the committee, no motion to report to obtain the Speaker's ruling on a matter of procedure can be accepted, despite Standing Orders 173 and 179.",2/09/2021 14:02
1718,Speech,Speaker, Is there any objection to that course of action? There appears to be none.,2/09/2021 14:03
1719,Speech,Chris Hipkins," I move, That this House approve the following orders made under the COVID-19 Public Health Response Act 2020:",1/09/2021 15:35
1720,a,Chris Hipkins,- COVID-19 Public Health Response (Vaccinations) Amendment Order 2021,1/09/2021 15:35
1721,a,Chris Hipkins,- COVID-19 Public Health Response (Air Border) Order (No 2) Amendment Order (No 7) 2021,1/09/2021 15:35
1722,a,Chris Hipkins,- COVID-19 Public Health Response (Air Border) Order (No 2) Amendment Order (No 8) 2021.,1/09/2021 15:35
1723,a,Chris Hipkins,"Once again, I'm before the House asking for orders made under the COVID-19 Public Health Response Act to be confirmed. To recap, for those who are unfamiliar with this particular process, the COVID-19 Public Health Response Act authorises me, as the Minister for COVID-19 Response, or the responsible Minister, to use the correct term, to issue orders requiring people to do things or requiring people not to do to things in response to COVID-19. Those orders can have almost immediate effect—this is something that we absolutely require in dealing with a global pandemic—but they do need to be subject to scrutiny. The process that we are involved in now is exactly how this unfolds. When I put an order in place, I then have to bring it to the House within a certain period of time to be confirmed. If it is not confirmed within that period of time, then the order that I've made expires. When I put a motion on the Order Paper for an order to be confirmed, it's referred immediately to the Regulations Review Committee who can then review the order, make sure that it is in compliance with the COVID-19 Public Health Response Act, make sure that it is not using that Act in a way that is inappropriate. They can also make recommendations both back to me as the person who signs the order but also to the House. Their report then comes back to the House, and then I have the ability to move the motion which I've just moved to confirm the order.",1/09/2021 15:35
1724,a,Chris Hipkins,"In terms of what this particular motion confirms, it confirms three—so first of all, I should probably say thank you again to the Regulations Review Committee. I've had a very constructive relationship with them. They have asked questions of me and of my officials. They have made suggestions. In some cases, we have subsequently adopted those suggestions because they have been good suggestions in continuing to improve our COVID-19 response framework.",1/09/2021 15:35
1725,a,Chris Hipkins,"I do want to just acknowledge too, though, that many of these orders are put in place very quickly at short notice. Undoubtedly, there are improvements that can be made, and that's why we'll see that some of those orders have already been amended many, many times, both to deal with the emerging situation, but also, in some cases, to tidy up and correct not necessarily errors or mistakes that have been made but inconsistencies, or orders have sometimes lacked the clarity that we would aim for if we had a longer period of time to put them in place. So some of the amendments that we approve in this House fall into all of those different categories.",1/09/2021 15:35
1726,a,Chris Hipkins,"So the three that we are confirming: one is quite a significant one and the others are relatively small points of clarification. So the COVID-19 Public Health Response (Vaccinations) Amendment Order 2021 extends the vaccination requirement for our border workforce to a broader number of people. We have had in place a requirement that those working in our managed isolation and quarantine facilities have to be vaccinated in order to undertake the work. That's been in place for some time, and many of our front-line border workers have had to be vaccinated. Again, that has been in place for a period of time. We are now expanding that to a wider range of people, and that is what this order confirms. It is important that we provide the greatest layer of defence using vaccination in our border as possible. We've been working to achieve that over the course of 2021, since vaccines became available. This order extends that to a broader number of people.",1/09/2021 15:35
1727,a,Chris Hipkins,"The COVID-19 Public Health Response (Air Border) Order (No 2) Amendment Order (No 7) 2021 makes some relatively minor clarifications around quarantine-free travel and who's eligible to participate in quarantine-free travel and the requirements about that. I would foreshadow at this point, that, of course, all of our arrangements around quarantine-free travel are under review during this time, where the bulk of quarantine-free travel is paused. In fact, the only current quarantine-free travel we have at the moment that could still be reactivated is Cook Islands, and at the moment it's paused at their end for very good reason. So we have a much more limited scale of quarantine-free travel at the moment, so we are using that opportunity to review all of the orders we've got in place around that.",1/09/2021 15:35
1728,a,Chris Hipkins,"Then the final one is the COVID-19 Public Health Response (Air Border) Order (No 2) Amendment Order (No 8) 2021, which makes some clarifications around the treatment of diplomats, consular officials, and certain New Zealand Defence Force members when it comes to the relationship between those people and quarantine-free travel, just so that all of the requirements that are in place for people coming into the country are as clear as they possibly can be.",1/09/2021 15:35
1729,a,Chris Hipkins,"So, like I said, the first of the orders is a relatively substantive one. In my view, the second two are tidying-up orders, making the arrangements as clear as possible and tidying up any inconsistencies or ambiguity that exists within the orders. I do want to acknowledge the way the House functions when it comes to these orders and the degree of goodwill that is shown across the House to scrutinising them appropriately through the Regulations Review Committee, something that I regard as very, very important. I hope that that process will continue in that spirit.",1/09/2021 15:35
1730,Speech,Chris Hipkins," Thank you, Mr Speaker. I wish to make a ministerial statement on the changes to COVID-19 alert levels.",31/08/2021 14:00
1731,a,Chris Hipkins,"On Tuesday afternoon, 17 August 2021, we were advised of a case in the community with no obvious connection to the border. In a matter of hours after this, the Cabinet had met and agreed a move for all of New Zealand to COVID-19 alert level 4 from 11.59 p.m. that evening. It's now 14 days since COVID-19 re-emerged in the community and New Zealand moved to alert level 4. It was news that nobody wanted. The events of the last two weeks, however, have once again confirmed the value of going hard and going early. Elimination remains New Zealand's best strategy, and we are throwing everything at it.",31/08/2021 14:00
1732,a,Chris Hipkins,"On Monday, 23 August, Cabinet agreed to extend alert level 4 for the rest of the country, and yesterday Cabinet also confirmed a decision from last week to move all of New Zealand south of Auckland down to alert level 3 from 11.59 p.m. this evening. Cabinet also agreed to keep Auckland at alert level 4 until at least 11.59 p.m. on Tuesday, 14 September, with a review of those settings on Monday, 6 September.",31/08/2021 14:00
1733,a,Chris Hipkins,"Unfortunately, the latest outbreak has particularly affected Auckland. Once again, Auckland is doing the heavy lifting, and we acknowledge their immense efforts and the sacrifices they are making for us all. Based on the size of the current outbreak, based on the number of daily cases we're seeing, and based on the need to sustain reduction in cases before moving alert levels, Auckland will remain at alert level 4 for another two weeks. Northland will move down a level from Thursday if the remaining tests that we are waiting for come back negative.",31/08/2021 14:00
1734,a,Chris Hipkins,"We need to be confident that we do not have COVID-19 Delta circulating undetected in the community, and we need to be confident that any cases we may have are contained and isolated. Signs are encouraging that after the hard work of all New Zealanders, we are seeing the effects of the lockdown starting to turn the tide. We are seeing a decrease in cases outside of households, a decreasing number of locations of interest, and the reproduction rate starting to reduce. That's not to say that we are out of the woods yet. We'll continue to see new cases reported from these Auckland clusters for a while yet.",31/08/2021 14:00
1735,a,Chris Hipkins,"In the last two weeks, we've processed just over 420,000 tests. Our contact tracing has also performed strongly. Approximately 34,500 contacts have been identified, with 28,839—or around 80 percent—being contacted by our National Contact Tracing Solution. Also, a shout-out to our managed isolation and quarantine (MIQ) staff. There's no doubt the managed isolation and quarantine system is under pressure, and their incredible and ongoing efforts to help keep us all safe deserve acknowledgement. They are New Zealand's unsung heroes. Our schools, too, are once again stepping up to minimise the disruption to students and their families, and we thank them.",31/08/2021 14:00
1736,a,Chris Hipkins,"We have gratitude for our vaccination workforce, GPs, pharmacies, and Māori and Pasifika health providers. The rate of vaccinations has been increasing, and in the last two weeks we've had more than seven record days, which are averaging approximately 430,000 doses administered per week. In total, 3.4 million doses have been administered, including 2.2 million first doses and nearly 1.2 million second doses. We do know, and I acknowledge that everybody in the House has shown public support for this, that the vaccine is our best defence against COVID-19. It is free of charge and it is safe to use. Vaccine shipments continue to arrive regularly.",31/08/2021 14:00
1737,a,Chris Hipkins,"Throughout our response to COVID-19, we've used the latest evidence and the best advice available to us at the time. We've learnt and we've adapted and we will continue to be guided by the science.",31/08/2021 14:00
1738,a,Chris Hipkins,"Last week, I announced the introduction of mandatory record-keeping for busy places and large gatherings. These are the sorts of places where people gather consistently and in larger numbers, such as cafes, restaurants, bars, casinos, concerts, aged-care facilities, healthcare facilities, barbers, nightclubs, and libraries. It's now mandatory to wear a mask when visiting a business or a service at alert level 4. We've also, based on the latest scientific evidence, widened the gap between vaccines doses from three weeks to six weeks, to get wider population coverage sooner. Of course, we'll continue to follow the science—for example, what it tells us about the most effective timing for booster shots and ongoing vaccinations.",31/08/2021 14:00
1739,a,Chris Hipkins,"All Government border workers in high-risk jobs are now required to be vaccinated, with checks and balances in place to ensure that this is happening. By the end of next month, all those working in jobs at the border that may see a person come into contact with COVID-19 will also need to have been vaccinated. These are measures to protect those doing those jobs and to ensure that we are plugging any further gaps in our border defence. We're doing all of this, and more, while continuing our work on the reconnecting New Zealand strategy, which we announced a few short weeks ago—though it feels a lot longer.",31/08/2021 14:00
1740,a,Chris Hipkins,"It's understandable that New Zealand is totally focused on the here and now and getting to the other side of this outbreak. As I said earlier, the Government is throwing everything at it, but we are also looking ahead. We will not lose sight of the medium- and long-term goals, and I can assure the House that planning for the future also continues apace.",31/08/2021 14:00
1741,a,Chris Hipkins,"Can I end by acknowledging, once again, that the last two weeks have been difficult for a lot of people. No one wanted to see COVID-19 re-emerge in the community, but we always knew that it was possible and that it could happen. We know that the best way to protect our people and our economy is to stamp out this virus, and, thanks to the hard work of all New Zealanders, we are making great progress to do that again.",31/08/2021 14:00
1742,Speech,David Seymour," Thank you, Mr Speaker. I want to, first of all, thank the Minister for COVID-19 recovery for his comments and also give, on behalf of ACT, our most heartfelt condolences for those people who are suffering the effects of lockdowns—those people in small business, where people feel enormous stress about their future; those kids who are missing out on educational opportunities; those people who need healthcare and risk being displaced as hospital capacity is reserved for potential COVID cases. New Zealanders have played an extraordinary part, following the rules, getting vaccinations when they're available, and to some extent using QR code scanning, but there remain a number of questions about the Government's response and, in particular, whether or not the Government could have done far more in the past 18 months in order to prepare for the current Delta outbreak, and questions about what it will do next to ensure some greater certainty in future.",31/08/2021 14:21
1743,a,David Seymour,"I'd like to put a few questions to the Minister, particularly in relation to vaccination. The Minister said on 22 August that there were 750,000 doses in the country, having just received a total of 380,000 that weekend. A week later, the Prime Minister told us there were 840,000 doses after an additional 320,000 were received. I'd like the Minister to explain how you can have 750,000, use twice as many as you received, and end up with 90,000 more than you started with?",31/08/2021 14:21
1744,Speech,Chris Hipkins," It's very easily answered: we don't hold all of the vaccines in a central store. There are two different numbers here: there's the number of vaccines in the country that have not been used and the number that are being held in the central store. At the moment, we have over 300,000 in our central store but nearly half a million are out, distributed around our vaccination centres, and have yet to be used.",31/08/2021 14:23
1745,Speech,David Seymour," How, then, does the Minister reconcile his statement that there were 750,000 doses in the country when the Ministry of Health recorded only 459,000 in the central store on the same day?",31/08/2021 14:24
1746,Speech,Chris Hipkins, Because not all of the vaccine doses are stored in the central store; some of them have already been distributed to vaccination sites.,31/08/2021 14:24
1747,Speech,David Seymour," So is the Minister now telling us that there are half a million distributed to vaccination sites at any time, and, if so, can he tell us how many are in the country today?",31/08/2021 14:24
1748,Speech,Chris Hipkins," I don't think the member has been listening to the answers that I've been giving him. I just indicated to him that we've got just over 300,000 in our central store and just under half a million distributed around the country at our vaccination centres. Of course, our vaccination centres are doing a phenomenal rate of vaccinations at the moment, so I cannot give him an up-to-the-minute update of how many they are holding versus how many they have just administered.",31/08/2021 14:24
1749,Speech,David Seymour, Why won't the Government simply publish both numbers if they know them and are able to announce them at press conferences?,31/08/2021 14:25
1750,Speech,Chris Hipkins," As I've indicated to the member—and, again, if he perhaps listens to the answers, he won't need to waste his questioning time—because the answer to that is quite clear: we don't have up-to-the-minute information because we are not asking the vaccination centres to report the number of vaccinations they are doing every minute.",31/08/2021 14:25
1751,Speech,David Seymour," The strategic advice from Professor Sir David Skegg said that New Zealand will have more options for responding to COVID-19 when the vaccination programme is complete. I asked Professor Skegg earlier last week what he meant by the vaccination programme being complete. He said that he had not defined it, instead leaving it for the Government to define. I wonder if the Minister could explain what it is that he thinks of when he talks about the vaccination programme being complete, and how will New Zealanders know it's complete if there is no vaccination target?",31/08/2021 14:25
1752,Speech,Chris Hipkins," The epidemiologists have been very clear that setting a numerical target—particularly a numerical target as low as some Opposition members have been suggesting—is not necessarily the best way forward for New Zealand. Our goal is unambiguous, which is to ensure that every New Zealander who is eligible has the opportunity to get a vaccination by the end of the year and, as we can do so safely, expand eligibility to additional population groups—to younger New Zealanders. The member and the House will have seen that the Government recently made a decision around that, to extend to the 12-plus age cohort who weren't previously eligible, and we've done that once we have been convinced that it is safe to do so.",31/08/2021 14:26
1753,Speech,David Seymour," On what date did the Government first begin discussing with other countries borrowing Pfizer vaccine doses in case of New Zealand facing a shortfall? Was it earlier this year, was it this month, or was it within the last week?",31/08/2021 14:27
1754,Speech,Chris Hipkins, Our discussions with Pfizer and with other potential supply partners around vaccine access for New Zealand have been ongoing. I don't believe it would be in the public interest for me to reveal all of the intricacies of those discussions.,31/08/2021 14:27
1755,Speech,David Seymour," We are not asking for any intricacies; just was it in the last week, the last month, or earlier this year that those discussions began?",31/08/2021 14:27
1756,Speech,Chris Hipkins, Discussions have been ongoing over the last year around vaccine supply.,31/08/2021 14:27
1757,Speech,David Seymour, Were those discussions in relation to borrowing additional Pfizer vaccine doses from other countries?,31/08/2021 14:27
1758,Speech,Chris Hipkins," There have been discussions with other countries since the beginning of the vaccination programme around vaccination supply. All countries have been grappling with this. Of course, our Ministry of Foreign Affairs and Trade network, our political leaders, and others have been in discussions around vaccine supply since before vaccines were even approved.",31/08/2021 14:28
